Name,Size,Type,CR,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,Font,Author
Troglodyte,Medium,Humanoid,0.25,11,13,30,CE,14,10,14,6,10,6,None,Stealth,None,Darkvision 60,Own,"Chameleon Skin, Stench, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
Vegepygmy,Small,Plant,0.25,13,9,30,N,7,14,13,6,11,7,None,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,Wizards of the Coast
Yellow Musk Zombie,Medium,Undead,0.25,9,33,20,U,13,9,12,1,6,3,None,None,"Charmedimmu, exhaustionimmu",Blindsight 30,None,Undead Fortitude,Tomb of Annihilation,Wizards of the Coast
Zombie,Medium,Undead,0.25,8,22,20,NE,13,6,16,3,6,5,WIS,None,"Poisonimmu, poisonedimmu",Darkvision 60,Any,Undead Fortitude,Monster Manual,Wizards of the Coast
Ambush Drake,Medium,Dragon,0.50,13,22,30,U,13,15,14,4,11,6,None,"Perception, Stealth",Poisonres,Darkvision 60,Draconic,"Pack Tactics, Surprise Attack",Hoard of the Dragon Queen,Wizards of the Coast
"Assorted Beast, Swarm of Rot Grubs",Medium,Beast ,0.50,8,22,"5, climb 5",U,2,7,10,1,2,1,None,None,"Piercingres, slashingres, charmedimmu, frightenedimmu grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu",Blindsight 10,None,Swarm,Volo's Guide to Monsters,Wizards of the Coast
"Beholder, Gazer",Tiny,Aberration,0.50,13,13,fly 30,NE,3,17,14,3,10,7,WIS,"Perception, Stealth",Proneimmu,Darkvision 60,None,"Aggressive, Mimicry",Volo's Guide to Monsters,Wizards of the Coast
"Black Earth, Sacred Stone Monk",Medium,Humanoid (Human),0.50,14,22,40,LE,13,15,12,10,14,9,None,"Acrobatics, Athletics, Perception",None,Tremorsense 10,Common,"Unarmored Defense, Unarmored Movement",Princes of the Apocalypse,Wizards of the Coast
"Blight, Vine",Medium,Plant,0.50,12,26,30,NE,15,8,14,5,10,3,None,None,"Blindedimmu, deafenedimmu",Blindsight 60,Common,False Appearance,Monster Manual,Wizards of the Coast
Chitine,Small,Monstrosity,0.50,14,18,"30, climb 30",CE,10,14,12,10,10,7,None,"Athletics, Stealth",None,Darkvision 60,Undercommon,"Fey Ancestry, Sunlight Sensitivity, Web Sense,  Web Walker",Volo's Guide to Monsters,Wizards of the Coast
Cockatrice,Small,Monstrosity,0.50,11,27,"20, fly 40",U,6,12,12,2,13,5,None,None,None,Darkvision 60,None,None,Monster Manual,Wizards of the Coast
Crushing Wave Reaver,Medium,Humanoid (Human),0.50,14,22,30,NE,15,14,13,10,11,8,None,"Athletics, Stealth",None,Normal,Common,None,Princes of the Apocalypse,Wizards of the Coast
Darkling,Small,Fey,0.50,14,13,30,CN,9,16,12,10,12,10,None,"Acrobatics, Deception, Perception, Stealth",None,"Blindsight 30, darkvision 120","Elvish, Sylvan","Death Flash, Light Sensitivity",Volo's Guide to Monsters,Wizards of the Coast
Darkmantle,Small,Monstrosity,0.50,11,22,"10, fly 30",U,16,12,13,2,10,5,None,Stealth,None,Blindsight 60,None,"Echolocation,  False Appearance",Monster Manual,Wizards of the Coast
"Devil, Nupperibo",Medium,Fiend (Devil),0.50,13,11,20,LE,16,11,13,3,8,1,None,Perception,"Acidres, coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, blindedimmu, charmedimmu, frightenedimmu, poisonedimmu",Blindsight 10,Infernal,"Cloud of Vermin, Hunger-Driven",Mordenkainen's Tome of Foes,Wizards of the Coast
Firenewt Warrior,Medium,Humanoid (Firenewt),0.50,16,22,30,NE,10,13,12,7,11,8,None,None,Fireimmu,Normal,"Draconic, Ignan",Amphibious,Volo's Guide to Monsters,Wizards of the Coast
"Fungus, Gas Spore",Large,Plant,0.50,5,1,fly 10,U,5,1,3,1,1,1,None,None,"Poisonimmu, blindedimmu, deafenedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu",Blindsight 30,None,"Death Burst, Eerie Resemblance",Monster Manual,Wizards of the Coast
Gnoll,Medium,Humanoid,0.50,15,22,30,CE,14,12,11,6,10,7,None,None,None,Darkvision 60,Gnoll,Rampage,Monster Manual,Wizards of the Coast
Gnoll Hunter,Medium,Humanoid (Gnoll),0.50,13,22,30,CE,14,14,12,8,12,8,None,"Perception, Stealth",None,Darkvision 60,GNoll,Rampage,Volo's Guide to Monsters,Wizards of the Coast
"Gnome, Deep (Svirfneblin)",Small,Humanoid,0.50,15,16,20,NG,15,14,14,12,10,9,None,"Investigation, Perception, Stealth",None,Darkvision 120,"Gnomish, Terran, Undercommon","Stone Camouflage, Gnome Cunning, Innate Spellcasting",Monster Manual,Wizards of the Coast
Hobgoblin,Medium,Humanoid,0.50,18,11,30,LE,13,12,12,10,10,9,None,None,None,Darkvision 60,"Common, Goblin",Martial Advantage,Monster Manual,Wizards of the Coast
Jackalwere,Medium,Humanoid,0.50,12,18,40,CE,11,15,11,13,11,10,None,"Deception, Perception, Stealth","Nonmagicalimmu, nonsilveredimmu",Normal,Common,"Shapechanger, Keen Hearing, Keen Smell, Pack Tactics",Monster Manual,Wizards of the Coast
Jaculi,Large,Beast,0.50,14,16,"30, climb 20",U,15,14,11,2,8,3,None,"Athletics, Perception, Stealth",None,Blindsight 30,None,"Camouflage, Keen Smell",Tomb of Annihilation,Wizards of the Coast
Lizardfolk,Medium,Humanoid,0.50,15,22,"30, swim 30",N,15,10,13,7,12,7,None,"Perception, Stealth, Survival",None,Normal,Draconic,Hold Breath,Monster Manual,Wizards of the Coast
Magmin,Small,Elemental,0.50,14,9,30,CN,7,15,12,8,11,10,None,None,"Nonmagicalres, fireimmu",Darkvision 60,Ignan,"Death Burst, Ignited Illumination",Monster Manual,Wizards of the Coast
"Mephit, Dust",Small,Elemental,0.50,12,17,"30, fly 30",NE,5,14,10,9,11,10,None,"Perception, Stealth","Fireweak, poisonimmu, poisonedimmu",Darkvision 60,"Auran, Terran","Death Burst, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Mephit, Ice",Small,Elemental,0.50,11,21,"30, fly 30",NE,7,13,10,9,11,12,None,"Perception, Stealth","Bludgeoningweak, fireweak, coldimmu, poisonimmu, poisonedimmu",Darkvision 60,"Aquan, Auran","Death Burst, False Appearance, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Mephit, Magma",Small,Elemental,0.50,11,22,"30, fly 30",NE,8,12,12,7,10,10,None,Stealth,"Coldweak, fireimmu, poisonimmu",Darkvision 60,"Ignan, Terran","Death Burst, False Appearance, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Misc. Creature, Ape",Medium,Beast,0.50,12,19,"30, climb 30",U,16,14,14,6,12,7,None,"Athletics, Perception",None,Normal,None,None,Monster Manual,Wizards of the Coast
"Misc. Creature, Black Bear",Medium,Beast,0.50,11,19,"40, climb 30",U,15,10,14,2,12,7,None,Perception,None,Normal,None,Keen Smell,Monster Manual,Wizards of the Coast
"Misc. Creature, Crocodile",Large,Beast,0.50,12,19,"20, swim 30",U,15,10,13,2,10,5,None,Stealth,None,Normal,None,Hold Breath,Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Goat",Large,Beast,0.50,11,19,40,U,17,11,12,3,12,6,None,None,None,Normal,None,"Charge, Sure-Footed",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Sea Horse",Large,Beast,0.50,13,16,swim 40,U,12,15,11,2,12,5,None,None,None,Normal,None,"Charge, Water Breathing",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Wasp",Medium,Beast,0.50,12,13,"10, fly 50",U,10,14,10,1,10,3,None,None,None,Normal,None,None,Monster Manual,Wizards of the Coast
"Misc. Creature, Reef Shark",Medium,Beast,0.50,12,22,swim 40,U,14,13,13,1,10,4,None,Perception,None,Blindsight 30,None,"Pack Tactics, Water Breathing",Monster Manual,Wizards of the Coast
"Misc. Creature, Swarm of Insects",Medium,Beast,0.50,12,22,"20, climb 20",U,3,13,10,1,7,1,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 10,None,Swarm,Monster Manual,Wizards of the Coast
"Misc. Creature, Warhorse",Large,Beast,0.50,11,19,60,U,18,12,13,2,12,7,None,None,None,Normal,None,Trampling Charge,Monster Manual,Wizards of the Coast
"Misc. Creature, Worg",Large,Monstrosity,0.50,13,26,50,NE,16,13,13,7,11,8,None,Perception,None,Darkvision 60,"Goblin, Own","Keen Hearing, Keen Smell",Monster Manual,Wizards of the Coast
"Modron, Tridrone",Medium,Construct,0.50,15,16,30,LN,12,13,12,9,10,9,None,None,None,Truesight 120,Modron,"Axiomatic Mind, Disintegration",Monster Manual,Wizards of the Coast
Myconid Adult,Medium,Plant,0.50,12,22,20,LN,10,10,12,10,13,7,None,None,None,Darkvision 120,None,"Distress Spores, Sun Sickness",Monster Manual,Wizards of the Coast
"NPC, Scout",Medium,Humanoid,0.50,13,16,30,ANY,11,14,12,11,13,11,None,"Nature, Perception, Stealth, Survival",None,Normal,Any,"Keen Hearing, Keen Sight",Monster Manual,Wizards of the Coast
"NPC, Thug",Medium,Humanoid,0.50,11,32,30,NOT GOOD,15,11,14,10,10,11,None,Intimidation,None,Normal,Any,Pack Tactics,Monster Manual,Wizards of the Coast
"Ooze, Gray",Medium,Ooze,0.50,8,22,"10, climb 10",U,12,6,16,1,6,2,None,Stealth,"Acidres, coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, proneimmu",Blindsight 60,None,"Amorphous, Corrode Metal, False Appearance",Monster Manual,Wizards of the Coast
Orc,Medium,Humanoid,0.50,13,15,30,CE,16,12,16,7,11,10,None,Intimidation,None,Darkvision 60,"Common, Orc",Aggressive,Monster Manual,Wizards of the Coast
Orc Nurtured One of Yurtrus,Medium,Humanoid (Orc),0.50,9,30,30,CE,15,8,16,7,11,7,None,None,None,Darkvision 60,"Common, Orc","Aggressive, Corrupted Carrier, Nurtured One of Yurtrus",Volo's Guide to Monsters,Wizards of the Coast
Piercer,Medium,Monstrosity,0.50,15,22,"5, climb 5",U,10,13,16,1,7,3,None,Stealth,None,"Blindsight 30, darkvision 60",None,"False Appearance, Spider Climb",Monster Manual,Wizards of the Coast
Rust Monster,Medium,Monstrosity,0.50,14,27,40,U,13,12,13,2,13,6,None,None,None,Darkvision 60,None,"Iron Scent, Rust Metal",Monster Manual,Wizards of the Coast
Sahuagin,Medium,Humanoid,0.50,12,22,"30, swim 40",LE,13,11,12,12,13,9,None,Perception,None,Darkvision 120,Own,"Blood Frenzy, Limited Amphibious, Shark Telepathy",Monster Manual,Wizards of the Coast
Satyr,Medium,Fey,0.50,14,31,40,CN,12,16,11,12,10,14,None,"Perception, Performance, Stealth",None,Normal,"Common, Elvish, Sylvan",Magic Resistance,Monster Manual,Wizards of the Coast
Shadow,Medium,Undead,0.50,12,16,40,CE,6,14,13,6,10,8,None,Stealth,"Radiantweak, acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,None,"Amorphous, Shadow Stealth, Sunlight Weakness",Monster Manual,Wizards of the Coast
"Skeleton, Warhorse",Large,Undead,0.50,13,22,60,LE,18,12,15,2,8,5,None,None,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,None,None,Monster Manual,Wizards of the Coast
Skulk,Medium,Humanoid,0.50,14,18,30,CN,6,19,10,10,7,1,CON,Stealth,"Radiantimmu, blindedimmu",Darkvision 120,Common,"Fallible Invisibility, Trackless",Mordenkainen's Tome of Foes,Wizards of the Coast
Thorn Slinger,Large,Plant,0.50,11,32,10,U,13,12,12,1,10,1,None,None,"Blindedimmu, deafenedimmu, frightenedimmu",Blindsight 60,None,"Adhesive Blossoms, False Appearance",Tales from the Yawning Portal,Wizards of the Coast
Topi,Small,Undead,0.50,13,13,30,CE,7,15,12,6,10,5,None,None,"Bludgeoningres, poisonimmu, poisonedimmu",Darkvision 60,Alive,"Turn Resistance, Undead Fortitude",The Tortle Package,Wizards of the Coast
Tri-Flower Frond,Medium,Plant,0.50,10,11,5,U,1,10,12,1,10,1,None,None,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,None,None,Tomb of Annihilation,Wizards of the Coast
Zorbo,Small,Monstrosity,0.50,10,27,"30, climb 30",U,13,11,13,3,12,7,None,Athletics,None,Normal,None,"Magic Resistance, Natural Armor",Tomb of Annihilation,Wizards of the Coast
Aldani (Lobsterfolk),Medium,Monstrosity,1.00,14,49,"20, swim 30",LN,13,8,12,10,14,10,None,"Perception, Survival",None,Darkvision 60,Common,Amphibious,Tomb of Annihilation,Wizards of the Coast
"Animated Object, Armor",Medium,Construct,1.00,18,33,25,U,14,11,13,1,3,1,None,None,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,None,"Antimagic, False",Monster Manual,Wizards of the Coast
Bugbear,Medium,Humanoid,1.00,16,27,30,CE,15,14,13,8,11,9,None,"Stealth, Survival",None,Darkvision 60,"Common, Goblin","Brute, Surprise Attack",Monster Manual,Wizards of the Coast
Choker,Small,Aberration,1.00,16,13,30,CE,16,14,13,4,12,7,None,Stealth,None,Darkvision 60,Deep Speech,"Aberrant Quickness, Boneless, Spider Climb",Mordenkainen's Tome of Foes,Wizards of the Coast
"Clockwork, Bronze Scout",Medium,Construct,1.00,13,18,"30, burrow 30",U,10,16,11,3,14,1,None,"Perception, Stealth","Poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,"Earth Armor, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
Crag Cat,Large,Beast,1.00,13,34,40,U,16,17,16,4,14,8,None,"Perception, Stealth",None,Darkvision 60,None,"Nondetection, Pounce, Spell Turning",Storm King's Thunder,Wizards of the Coast
"Demon, Maw",Medium,Fiend (Demon),1.00,13,33,30,CE,14,8,13,5,8,5,None,None,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 60,Abyssal,Rampage,Volo's Guide to Monsters,Wizards of the Coast
"Demon, Quasit",Tiny,Fiend (Demon),1.00,13,7,40,CE,5,17,10,7,10,10,None,Stealth,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common","Shapechanger, Magic Resistance",Monster Manual,Wizards of the Coast
"Devil, Imp",Tiny,Fiend (Devil),1.00,13,10,"20, 40 fly",LE,6,17,13,11,12,14,None,"Deception, Insight, Persuasion, Stealth","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, Common","Shapechanger, Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
"Dinosaur, Deinonychus",Medium,Beast,1.00,13,26,40,U,15,15,14,4,12,6,None,Perception,None,Normal,None,Pounce,Volo's Guide to Monsters,Wizards of the Coast
"Dragon, Metallic, Brass, Wyrmling",Medium,Dragon,1.00,16,16,"30, burrow 15, fly 60",CG,15,10,13,10,11,13,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 10, Darkvision 60",Draconic,None,Monster Manual,Wizards of the Coast
"Dragon, Metallic, Copper, Wyrmling",Medium,Dragon,1.00,16,22,"30, climb 30, fly 60",CG,15,12,13,14,11,13,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 10, darkvision 60",Draconic,None,Monster Manual,Wizards of the Coast
Dragonclaw,Medium,Humanoid (Human),1.00,14,16,30,NE,9,16,13,11,10,12,WIS,"Deception, Stealth",None,Normal,"Common, Draconic","Dragon Fanatic, Fanatical Advantage, Pack Tactics",Hoard of the Dragon Queen,Wizards of the Coast
Dread Warrior,Medium,Undead,1.00,18,37,30,NE,15,11,16,10,12,10,WIS,"Athletics, Perception","Poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Common,Undead Fortitude,Tales from the Yawning Portal,Wizards of the Coast
Dryad,Medium,Fey,1.00,11,22,30,N,1,12,11,14,15,18,None,"Perception, Stealth",None,Darkvision 60,"Elvish, Sylvan","Innate Spellcasting, Magic Resistance, Speak with Beasts, Speak with Plants, Tree Stride",Monster Manual,Wizards of the Coast
Duergar,Medium,Humanoid,1.00,16,26,25,LE,14,11,14,11,10,9,None,None,Poisonres,Darkvision 120,"Dwarvish, Undercommon","Duergar Resilience, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
Duergar Soulblade,Medium,Humanoid (Dwarf),1.00,14,18,25,LE,11,16,10,11,10,12,None,None,Poisonres,Darkvision 120,"Dwarvish, Undercommon","Duergar Resilience, Create Soulblade, Innate Spellcasting, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
Eblis,Large,Monstrosity,1.00,13,26,"30, fly 40",NE,11,16,12,12,14,11,None,None,None,Normal,"Auran, Common",Innate Spellcasting,Tomb of Annihilation,Wizards of the Coast
Faerie Dragon,Tiny,Dragon,1.00,15,14,"10, fly 60",CG,3,20,13,14,12,16,None,"Arcana, Perception, Stealth",None,Darkvision 60,"Draconic, Sylvan","Superior Invisibility, Limited Telepathy, Magic Resistance, Innate Spellcasting",Monster Manual,Wizards of the Coast
Firenewt Warlock of Imix,Medium,Humanoid (Firenewt),1.00,10,33,30,NE,13,11,12,9,11,14,None,None,Fireimmu,Darkvision 120,"Draconic, Ignan","Amphibious, Innate Spellcasting, Normal Spellcasting, Imix's Blessing",Volo's Guide to Monsters,Wizards of the Coast
Ghoul,Medium,Undead,1.00,12,22,30,CE,13,15,10,7,10,6,None,None,"Poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Common,None,Monster Manual,Wizards of the Coast
Giant Strider,Large,Monstrosity,1.00,14,22,50,NE,18,13,14,4,12,6,None,None,Fireimmu,Normal,None,Fire Absorption,Volo's Guide to Monsters,Wizards of the Coast
Gnoll Flesh Gnawer,Medium,Humanoid (Gnoll),1.00,14,22,30,CE,12,14,12,8,10,8,DEX,None,None,Darkvision 60,Gnoll,Rampage,Volo's Guide to Monsters,Wizards of the Coast
Goblin Boss,small,Humanoid,1.00,17,21,30,NE,10,14,10,10,8,10,None,Stealth,None,Darkvision 60,"Common, Goblin",Nimble Escape,Monster Manual,Wizards of the Coast
Grung Wildling,Small,Humanoid (Grung),1.00,13,27,"25, climb 25",LE,7,16,15,10,15,11,DEX,"Athletics, Perception, Stealth, Survival","Poisonimmu, poisonedimmu",Normal,Own,"Amphibious, Poisonous SKin, Normal Spellcasting, Standing Leap",Volo's Guide to Monsters,Wizards of the Coast
Guardian Portrait,Medium,Construct,1.00,5,22,None,U,1,1,10,14,10,10,None,None,"Poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonimmu, proneimmu, restrainedimmu",Darkvision 60,"Common, Any","False, Innate Spellcasting",Curse of Strahd,Wizards of the Coast
Harpy,Medium,Monstrosity,1.00,11,38,"20, fly 40",CE,12,13,12,7,10,13,None,None,None,Normal,Common,None,Monster Manual,Wizards of the Coast
Hippogriff,Large,Monstrosity,1.00,11,19,"40, fly 60",U,17,13,13,2,12,8,None,Perception,None,Normal,None,Keen Sight,Monster Manual,Wizards of the Coast
"Howling Hatred, Feathergale Knight",Medium,Humanoid (Human),1.00,16,33,30,LE,14,14,12,11,10,14,None,"Animal Handling, History",None,Normal,"Auran, Common",Normal Spellcasting,Princes of the Apocalypse,Wizards of the Coast
Ice Toad,Medium,Monstrosity,1.00,12,32,"30, swim 30",N,13,10,14,8,10,6,None,Perception,Coldimmu,Darkvision 60,Own,"Amphibious, Cold Aura, Standing Leap",Rise of Tiamat,Wizards of the Coast
Kobold Dragonshield,Small,Humanoid (Kobold),1.00,15,44,20,LE,12,15,14,8,9,10,None,Perception,"Acidres, coldres, fireres, lightningres, poisonres",Darkvision 60,"Common, Draconic","Dragon's Resistance, Heart of the Dragon, Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters,Wizards of the Coast
Kobold Scale Sorcerer,Small,Humanoid (Kobold),1.00,15,27,30,LE,7,15,14,10,9,14,None,"Arcana, Medicine",None,Darkvision 60,"COmmon, Draconic","Normal Spellcasting, Sorcery Points, Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters,Wizards of the Coast
Kuo-Toa Whip,Medium,Humanoid,1.00,11,65,"30, swim 30",NE,14,10,14,12,14,11,None,"Perception, Religion",None,Darkvision 120,Undercommon,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual,Wizards of the Coast
Mantrap,Large,Plant,1.00,12,45,5,U,15,14,12,1,10,2,None,None,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Tremorsense 30,None,"Attractive Pollen, False Appearance",Tomb of Annihilation,Wizards of the Coast
Meazel,Medium,Humanoid (Meazel),1.00,13,35,30,NE,8,17,9,14,13,10,None,"Perception, Stealth",None,Darkvision 120,Common,Shadow Stealth,Mordenkainen's Tome of Foes,Wizards of the Coast
"Misc. Creature, Brown Bear",Large,Beast,1.00,11,34,"40, climb 30",U,19,10,16,2,13,7,None,Perception,None,Normal,None,Keen Smell,Monster Manual,Wizards of the Coast
"Misc. Creature, Death Dog",Medium,Monstrosity,1.00,12,39,40,NE,15,14,14,3,13,6,None,"Perception, Stealth",None,Darkvision 120,None,Two-Headed,Monster Manual,Wizards of the Coast
"Misc. Creature, Dire Wolf",Large,Beast,1.00,14,37,50,U,17,15,15,3,12,7,None,"Perception, Stealth",None,Normal,None,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Eagle",Large,Beast,1.00,13,26,"10, fly 80",NG,16,17,13,8,14,10,None,Perception,None,Normal,"Own, Common, Auran",Keen Sight,Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Hyena",Large,Beast,1.00,12,45,50,U,16,14,14,2,12,7,None,Perception,None,Normal,None,Rampage,Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Octopus",Large,Beast,1.00,11,52,"10, swim 60",U,17,13,13,4,10,4,None,"Perception, Stealth",None,Darkvision 60,None,"Hold Breath, Underwater Camouflage, Water Breathing",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Spider",Large,Beast,1.00,14,26,"30, climb 30",U,14,16,12,2,11,4,None,Stealth,None,"Blindsight 10, darkvision 60",None,"Spider Climb, Web Sense, Web Walker",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Toad",Large,Beast,1.00,11,39,"20, swim 40",U,15,13,13,2,10,3,None,None,None,Darkvision 30,None,"Amphibious, Standing Leap",Monster Manual,Wizards of the Coast
